prop_id,legal_acreage,living_area,condition_cd,tax_area_description,actual_age,abs_subdv_cd,Aessessment_Val
38403,0.18,1461,3,GAINESVILLE,40,183900,261449
38404,0.25,1350,3,GAINESVILLE,39,183900,303331
38411,0.2,1260,3,GAINESVILLE,40,183900,272088
38415,0.2,1258,3,GAINESVILLE,39,183900,209661
38418,0.18,1440,3,GAINESVILLE,41,183900,245624
38433,0.25,1302,3,GAINESVILLE,36,184000,265353
38441,0.26,1340,3,GAINESVILLE,35,184000,250667
38447,0.21,1349,3,GAINESVILLE,36,184000,247539
38448,0.38,1264,3,GAINESVILLE,36,184000,306287
38465,0.25,1159,3,GAINESVILLE,37,184000,253797
38467,0.2,1320,3,GAINESVILLE,36,184000,246684
38480,0.2,1335,3,GAINESVILLE,35,184000,266588
38490,0.37,1272,3,GAINESVILLE,37,184000,266978
38498,0.18,1219,3,GAINESVILLE,35,184000,267052
38502,0.21,1289,3,GAINESVILLE,36,184000,257857
38518,0.03,1355,3,GAINESVILLE,41,199200,187104
38519,0.03,1355,3,GAINESVILLE,41,199200,192204
38521,0.02,1613,3,GAINESVILLE,42,199200,202249
38530,0.03,1306,3,GAINESVILLE,41,199200,167804
38535,0.03,1513,3,GAINESVILLE,41,199200,239526
38538,0.02,1621,3,GAINESVILLE,41,199200,205928
38540,0.03,1615,3,GAINESVILLE,42,199200,222326
38544,0.03,1632,4,GAINESVILLE,29,199200,215474
38555,0.03,1068,3,GAINESVILLE,41,199200,123645
38571,0.19,1774,3,GAINESVILLE,12,249300,355976
38597,0.13,1862,3,GAINESVILLE,4,249301,393711
38600,0.13,1852,3,GAINESVILLE,7,249301,394476
38608,0.26,1008,3,GAINESVILLE,59,142800,229800
38610,0.26,1581,3,GAINESVILLE,58,142800,300144
38618,0.36,1368,3,GAINESVILLE,58,142900,223989
38622,0.27,1172,3,GAINESVILLE,54,142900,275628
38624,0.26,1411,3,GAINESVILLE,57,142900,302060
38631,0.23,1182,3,GAINESVILLE,55,142900,225537
38636,0.3,1189,3,GAINESVILLE,54,142900,244405
38648,0.34,1666,3,GAINESVILLE,57,143100,331120
38651,0.26,1722,3,GAINESVILLE,58,143100,274236
38656,0.34,1200,3,GAINESVILLE,56,143100,305628
38677,0.28,1050,3,GAINESVILLE,55,143000,236341
38680,0.33,1616,3,GAINESVILLE,55,143000,313381
38681,0.24,1372,3,GAINESVILLE,55,143000,234241
38687,0.23,1219,3,GAINESVILLE,55,143000,190560
38693,0.29,1290,3,GAINESVILLE,54,143200,232335
38704,0.25,1656,3,GAINESVILLE,54,143200,277529
38711,0.28,1528,3,GAINESVILLE,54,143200,286781
38720,0.21,1435,3,GAINESVILLE,47,183500,278414
38728,0.26,1110,3,GAINESVILLE,48,183500,251090
38733,0.25,1152,3,GAINESVILLE,46,183700,212813
38734,0.22,1308,3,GAINESVILLE,46,183700,284540
38739,0.22,1296,3,GAINESVILLE,46,183700,257400
38741,0.22,1501,3,GAINESVILLE,46,183700,260341
38742,0.22,1474,3,GAINESVILLE,46,183700,291298
38745,0.36,1360,3,GAINESVILLE,46,183700,284567
38748,0.2,1620,3,GAINESVILLE,46,183700,276369
38750,0.2,1399,3,GAINESVILLE,44,183700,284156
38761,0.2,1092,3,GAINESVILLE,46,183700,189758
38790,0.2,1152,3,GAINESVILLE,46,183700,279960
38792,0.19,960,3,GAINESVILLE,46,183700,217360
38794,0.21,1143,3,GAINESVILLE,46,183700,212722
38795,0.21,1623,3,GAINESVILLE,45,183700,216920
38802,0.2,1501,3,GAINESVILLE,46,183700,295080
38806,0.22,972,3,GAINESVILLE,46,183700,165445
38808,0.22,1157,3,GAINESVILLE,46,183700,231145
38819,0.21,1430,3,GAINESVILLE,47,183500,190221
38822,0.24,1429,3,GAINESVILLE,47,183500,281320
38841,0.2,1662,3,GAINESVILLE,47,183500,258119
38842,0.2,1032,3,GAINESVILLE,47,183500,215100
38848,0.4,1204,3,GAINESVILLE,48,183500,225313
38860,0.29,1062,3,GAINESVILLE,48,183500,229080
38872,0.47,960,3,GAINESVILLE,47,183500,223460
38877,0.34,1632,3,GAINESVILLE,48,183500,283899
38882,0.48,1509,3,GAINESVILLE,48,183500,280480
38893,0.2,1276,3,GAINESVILLE,47,183500,260506
38895,0.2,1160,3,GAINESVILLE,48,183500,267100
38906,0.31,1152,3,GAINESVILLE,48,183500,230721
38909,0.34,1500,3,GAINESVILLE,48,183500,257580
38931,0.24,1074,3,GAINESVILLE,48,253800,237340
38934,0.24,1132,3,GAINESVILLE,48,253800,200820
38940,0.23,1018,3,GAINESVILLE,48,253800,241753
38943,0.23,1512,3,GAINESVILLE,48,253800,201537
38948,0.23,1093,3,GAINESVILLE,48,253800,224213
38965,0.26,1150,3,GAINESVILLE,48,253800,266273
38966,0.24,874,3,GAINESVILLE,48,253800,210573
38968,0.24,1296,3,GAINESVILLE,48,253800,267213
38972,0.24,1233,3,GAINESVILLE,48,253800,225373
38979,0.36,1893,3,GAINESVILLE,58,143300,279789
38985,0.26,1146,3,GAINESVILLE,56,143300,235009
39006,0.23,1400,3,GAINESVILLE,57,143300,283912
39007,0.23,1428,3,GAINESVILLE,57,143300,237680
39009,0.23,1436,3,GAINESVILLE,57,143300,279700
39014,0.26,1148,3,GAINESVILLE,58,143300,289572
39018,0.23,1340,3,GAINESVILLE,58,143300,245414
39040,0.27,1328,3,GAINESVILLE,58,143300,225866
39046,0.28,1345,3,GAINESVILLE,53,141500,279323
39050,0.28,1820,3,GAINESVILLE,54,141500,258276
39060,0.24,1200,3,GAINESVILLE,54,141500,254015
39065,0.24,1305,3,GAINESVILLE,54,141500,263459
39071,0.22,1144,3,GAINESVILLE,53,141500,266666
39073,0.25,1750,3,GAINESVILLE,53,141500,254224
39075,0.23,1266,3,GAINESVILLE,53,144200,247978
39076,0.23,1446,3,GAINESVILLE,53,144200,286445
39087,0.24,1350,3,GAINESVILLE,53,144200,254188
39093,0.24,1771,3,GAINESVILLE,53,144200,306255
39096,0.24,1167,3,GAINESVILLE,53,144200,284473
39101,0.24,1025,3,GAINESVILLE,53,144200,225528
39107,0.24,1290,3,GAINESVILLE,53,144200,270816
39112,0.24,1125,3,GAINESVILLE,53,144200,257030
39113,0.24,1267,3,GAINESVILLE,53,144200,253074
39115,0.24,1275,3,GAINESVILLE,52,143900,262665
39118,0.24,1446,3,GAINESVILLE,52,143900,296816
39129,0.24,1460,3,GAINESVILLE,52,143900,276175
39134,0.24,1247,3,GAINESVILLE,53,143900,212530
39138,0.26,1446,3,GAINESVILLE,53,143900,256596
39142,0.24,1420,3,GAINESVILLE,51,143900,281193
39149,0.26,1482,3,GAINESVILLE,53,143900,286629
39152,0.24,1375,3,GAINESVILLE,52,143900,279721
39156,0.24,1289,3,GAINESVILLE,53,143900,282293
39164,0.24,1323,3,GAINESVILLE,51,143900,273694
39193,0.24,1315,3,GAINESVILLE,52,143900,289117
39195,0.33,2297,3,GAINESVILLE,53,143900,337849
39199,0.3,1473,3,GAINESVILLE,53,NULL,265460
39202,0.3,1421,3,GAINESVILLE,53,143900,266435
39204,0.31,1324,3,GAINESVILLE,53,143900,289857
39205,0.29,1338,3,GAINESVILLE,53,143900,269828
39209,0.3,1502,3,GAINESVILLE,53,143900,308001
39213,0.24,1025,3,GAINESVILLE,51,143900,240493
39230,0.25,984,3,GAINESVILLE,53,144300,219801
39238,0.34,1554,3,GAINESVILLE,52,143400,250084
39243,0.41,1356,3,GAINESVILLE,52,143400,214021
39256,0.32,1200,3,GAINESVILLE,51,143400,277439
39260,0.33,1525,3,GAINESVILLE,52,143400,221776
39261,0.33,1324,3,GAINESVILLE,52,143400,296161
39273,0.26,1445,3,GAINESVILLE,52,143400,294216
39292,0.26,1440,3,GAINESVILLE,52,143400,258092
39300,0.29,1389,3,GAINESVILLE,51,143400,340648
39303,0.23,1321,3,GAINESVILLE,51,143400,280716
39309,0.24,1774,3,GAINESVILLE,52,143400,294870
39349,0.36,2115,4,GAINESVILLE,40,171301,422176
39357,0.36,2162,3,GAINESVILLE,40,171301,371478
39365,0.46,2111,4,GAINESVILLE,37,171302,422608
39383,0.37,1864,4,GAINESVILLE,36,171304,352422
39387,0.28,2315,4,GAINESVILLE,35,171304,396626
39397,0.43,2066,4,GAINESVILLE,35,171305,475268
39409,0.35,2102,4,GAINESVILLE,36,171305,404068
39423,1.05,3912,4,GAINESVILLE,40,63400,693495
39426,1,3407,5,GAINESVILLE,43,63400,912430
39432,1.52,3052,5,GAINESVILLE,43,63400,529444
39451,0.35,2504,4,GAINESVILLE,36,43900,422564
39453,0.5,2494,3,GAINESVILLE,37,43900,564169
39468,0.32,2473,3,GAINESVILLE,36,43900,504090
39483,0.57,1995,4,GAINESVILLE,28,43900,417795
39495,3.41,6709,4,GAINESVILLE,45,0,846496
39504,1.53,3844,4,GAINESVILLE,41,57400,660010
39508,1.14,4714,5,GAINESVILLE,44,57400,1193449
39515,0.83,3801,5,GAINESVILLE,42,57300,960500
39516,0.63,3955,4,GAINESVILLE,38,57300,776028
39518,1.27,4070,4,GAINESVILLE,42,57300,678451
39527,0.1,1262,3,GAINESVILLE,23,132200,277952
39539,0.11,1144,3,GAINESVILLE,25,149101,272664
39544,0.1,1150,3,GAINESVILLE,25,149101,230192
39545,0.11,1190,3,GAINESVILLE,25,149101,237540
39561,0.1,1380,3,GAINESVILLE,25,149101,249014
39570,0.1,1495,3,GAINESVILLE,24,149101,263478
39578,0.13,1148,3,GAINESVILLE,26,149101,252838
39579,0.12,1148,3,GAINESVILLE,26,149101,226864
39580,0.1,1148,3,GAINESVILLE,26,149101,169572
39583,0.11,1270,3,GAINESVILLE,26,149101,235777
39584,0.13,1148,3,GAINESVILLE,26,149101,236493
39587,0.13,1407,3,GAINESVILLE,25,149102,278734
39591,0.16,1234,3,GAINESVILLE,23,149102,283644
39592,0.2,1376,3,GAINESVILLE,23,149102,209600
39596,0.14,1224,3,GAINESVILLE,24,149102,266402
39604,0.13,1229,3,GAINESVILLE,23,149102,251368
39607,0.12,1229,3,GAINESVILLE,23,149102,259273
39614,0.1,1252,3,GAINESVILLE,24,149102,218862
39619,0.13,1155,3,GAINESVILLE,23,149102,250417
39622,0.1,1318,3,GAINESVILLE,23,149102,279102
39633,0.11,1224,3,GAINESVILLE,24,149102,262743
39636,0.12,1248,3,GAINESVILLE,24,149102,246194
39654,0.09,1292,3,GAINESVILLE,20,237600,284640
39658,0.09,1256,3,GAINESVILLE,19,237600,246201
39668,0.09,1409,3,GAINESVILLE,20,237600,278600
39669,0.09,1410,3,GAINESVILLE,20,237600,273600
39670,0.09,1634,3,GAINESVILLE,20,237600,298060
39689,0.1,2100,3,GAINESVILLE,19,237600,314460
39694,0.1,1409,3,GAINESVILLE,19,237600,241484
39702,0.09,1536,3,GAINESVILLE,19,237600,254668
39703,0.09,1536,3,GAINESVILLE,19,237600,303998
39704,0.12,1536,3,GAINESVILLE,19,237600,288190
39706,0.1,1536,3,GAINESVILLE,19,237600,325750
39710,0.1,1292,3,GAINESVILLE,20,237600,267500
39715,0.1,1536,3,GAINESVILLE,19,237600,305050
39719,0.12,1409,3,GAINESVILLE,19,237600,271002
39732,1,2027,4,GAINESVILLE,43,37200,366426
39735,1,3268,4,GAINESVILLE,41,37200,554838
39740,1.22,3103,4,GAINESVILLE,39,37200,674948
39744,1.02,2585,4,GAINESVILLE,44,37200,503342
39748,1.01,2200,4,GAINESVILLE,43,37200,461815
39771,0.25,1652,3,GAINESVILLE,48,93100,343708
39772,0.25,1552,3,GAINESVILLE,49,93100,303070
39776,0.23,1668,3,GAINESVILLE,41,93100,253382
39782,0.23,1766,3,GAINESVILLE,49,93100,305621
39783,0.23,1744,3,GAINESVILLE,47,93100,367252
39785,0.24,1591,3,GAINESVILLE,44,93100,288773
39788,0.24,2132,3,GAINESVILLE,47,93100,207651
39796,0.24,1856,3,GAINESVILLE,48,93100,350602
39798,0.24,1432,3,GAINESVILLE,49,93100,229945
39803,0.39,2638,3,GAINESVILLE,44,53200,266800
39813,0.32,1637,3,GAINESVILLE,44,53200,297160
39831,0.32,2633,3,GAINESVILLE,37,53200,442263
39833,0.31,1767,3,GAINESVILLE,47,53200,308926
39850,3.21,3320,5,GAINESVILLE,28,217700,675611
39858,0.4,2258,4,GAINESVILLE,37,217700,463144
39866,0.55,1946,4,GAINESVILLE,30,212300,420626
39870,1.2,2556,4,GAINESVILLE,24,212300,437332
39881,0.55,1098,3,GAINESVILLE,71,0,227912
39885,0.62,1680,3,GAINESVILLE,39,0,359691
39901,0.23,1320,3,GAINESVILLE,60,62900,257086
39910,0.26,1539,3,GAINESVILLE,60,164600,231456
39912,0.27,2427,3,GAINESVILLE,57,164600,315090
39914,0.27,1830,3,GAINESVILLE,60,164600,348025
39917,0.27,1618,3,GAINESVILLE,60,164600,299474
39922,0.26,1450,3,GAINESVILLE,60,164700,349297
39927,0.27,2310,3,GAINESVILLE,51,164700,366933
39929,0.27,1392,3,GAINESVILLE,57,164700,301052
39931,0.27,1722,3,GAINESVILLE,53,164700,321225
39934,0.27,1852,3,GAINESVILLE,60,164700,293840
39943,0.27,2417,3,GAINESVILLE,60,164700,328480
39956,0.25,1560,3,GAINESVILLE,57,63000,226790
39957,0.27,1503,3,GAINESVILLE,59,63000,265760
39960,0.24,1166,3,GAINESVILLE,59,63000,264686
39965,0.26,2279,3,GAINESVILLE,59,164800,329427
39966,0.27,1624,3,GAINESVILLE,59,164800,331369
39970,0.27,1200,3,GAINESVILLE,58,164800,263777
39971,0.27,1450,3,GAINESVILLE,59,164800,308716
39972,0.27,1792,3,GAINESVILLE,59,164800,341420
39977,0.26,1682,3,GAINESVILLE,58,164900,320579
39981,0.27,1771,3,GAINESVILLE,57,164900,315067
39984,0.27,2149,3,GAINESVILLE,57,164900,400434
39987,0.26,1682,3,GAINESVILLE,56,164900,272859
39992,0.42,1711,3,GAINESVILLE,48,114300,274703
39997,0.58,1852,4,GAINESVILLE,46,114300,275404
39998,0.31,2422,3,GAINESVILLE,56,114400,403557
39999,0.3,1652,3,GAINESVILLE,56,114400,299382
40008,0.3,1982,3,GAINESVILLE,56,114400,323793
40011,0.45,2102,3,GAINESVILLE,40,37300,408640
40016,0.35,1925,3,GAINESVILLE,49,37300,323228
40020,0.38,1920,3,GAINESVILLE,50,37300,342799
40057,0.33,2068,3,GAINESVILLE,46,37400,416015
40061,0.38,1440,3,GAINESVILLE,46,37400,377301
40064,0.34,1778,3,GAINESVILLE,48,37400,342732
40065,0.34,2506,3,GAINESVILLE,47,37400,336545
40069,0.34,2394,3,GAINESVILLE,45,37400,411720
40088,0.9,2920,3,GAINESVILLE,65,0,355117
40120,1.31,2171,3,GAINESVILLE,61,0,528321
40153,0.35,2094,3,GAINESVILLE,51,93200,309221
40173,0.36,2000,3,GAINESVILLE,51,93200,310744
40232,0.14,2034,4,GAINESVILLE,15,235300,453790
40237,0.11,2218,4,GAINESVILLE,17,235300,480060
40238,0.11,1655,4,GAINESVILLE,16,235300,395058
40251,0.06,1274,3,GAINESVILLE,17,235300,310748
40253,0.07,1600,3,GAINESVILLE,16,235300,397944
40282,3.47,4107,3,GAINESVILLE,74,0,452770
40290,1.38,2811,4,GAINESVILLE,55,0,437596
40296,1.25,1420,3,GAINESVILLE,47,0,284916
40303,1.02,1943,3,GAINESVILLE,62,0,303951
40312,1.01,1800,3,GAINESVILLE,47,0,331447
40316,0.99,3702,4,GAINESVILLE,64,0,596640
40340,0.34,1716,3,GAINESVILLE,59,0,270627
40347,0.39,2426,3,GAINESVILLE,49,206400,387667
40348,0.36,2025,3,GAINESVILLE,49,206400,317857
40359,0.47,1747,3,GAINESVILLE,47,206400,300797
40365,0.38,1926,3,GAINESVILLE,47,206400,313534
40369,0.34,1960,3,GAINESVILLE,48,206400,330496
40373,0.35,1688,3,GAINESVILLE,49,206400,414940
40382,0.36,2156,3,GAINESVILLE,48,206400,373760
40385,0.36,2342,3,GAINESVILLE,49,206400,399924
40399,0.36,2763,3,GAINESVILLE,47,206400,496380
40434,0.03,988,3,GAINESVILLE,39,0,165877
40435,0.03,988,3,GAINESVILLE,39,0,140396
40439,0.03,988,3,GAINESVILLE,39,0,132800
40441,0.03,988,3,GAINESVILLE,39,0,133514
40446,0.02,1000,3,GAINESVILLE,39,0,141977
40447,0.02,1000,3,GAINESVILLE,39,0,138496
40450,0.02,1000,3,GAINESVILLE,39,0,144277
40457,0.03,1000,3,GAINESVILLE,39,0,148800
40471,0.02,1000,3,GAINESVILLE,39,0,135577
40475,0.03,988,3,GAINESVILLE,39,0,165765
40490,0.39,3260,4,GAINESVILLE,51,206300,397936
40501,0.38,2101,3,GAINESVILLE,51,206300,354788
40504,0.38,2130,3,GAINESVILLE,51,206300,375730
40505,0.35,1695,3,GAINESVILLE,51,206300,292650
40536,0.34,2399,3,GAINESVILLE,50,206300,361833
40545,0.35,1904,3,GAINESVILLE,51,206300,328124
40549,0.42,2715,4,GAINESVILLE,51,206300,442261
40552,0.34,1796,3,GAINESVILLE,50,206300,366890
40578,0.96,1560,3,GAINESVILLE,40,206300,332664
40582,0.59,1788,3,GAINESVILLE,50,206300,333260
40593,0.25,1743,3,GAINESVILLE,56,213200,361441
40602,0.29,2002,3,GAINESVILLE,57,213200,365022
40603,0.25,1560,3,GAINESVILLE,57,213200,308028
40606,0.22,1456,3,GAINESVILLE,58,213200,282422
40609,0.29,2100,3,GAINESVILLE,57,213200,304073
40612,0.35,1672,3,GAINESVILLE,55,213300,271152
40618,0.31,1672,3,GAINESVILLE,54,213400,354052
40653,0.38,2987,3,GAINESVILLE,43,168700,445444
40672,0.53,3220,3,GAINESVILLE,41,168700,574686
40717,0.39,1778,3,GAINESVILLE,44,168700,390236
40724,0.4,1977,3,GAINESVILLE,42,168700,439068
40747,0.72,1922,3,GAINESVILLE,46,92600,313361
40779,0.37,1976,3,GAINESVILLE,47,168500,458094
40789,0.44,2774,4,GAINESVILLE,44,168500,534213
40795,0.41,2070,3,GAINESVILLE,45,168500,456324
40800,0.38,2237,3,GAINESVILLE,47,168500,490098
40801,0.43,2738,3,GAINESVILLE,46,168500,514484
40823,0.58,2330,3,GAINESVILLE,44,168900,383614
40864,0.36,1526,3,GAINESVILLE,41,153000,296708
40880,0.4,1740,4,GAINESVILLE,21,153000,371932
40881,0.5,2803,3,GAINESVILLE,43,153000,464502
40882,0.77,3623,4,GAINESVILLE,23,153000,661589
40990,0.02,1050,3,GAINESVILLE,35,153100,189997
40992,0.02,1340,3,GAINESVILLE,35,153100,198296
40998,0.02,1050,3,GAINESVILLE,35,153100,188680
41004,0.02,1340,3,GAINESVILLE,35,153100,227434
41007,0.02,1340,3,GAINESVILLE,35,153100,186551
41011,0.02,1050,3,GAINESVILLE,35,153100,199151
41014,0.02,1050,3,GAINESVILLE,35,153100,231800
41017,0.02,1050,3,GAINESVILLE,35,153100,193445
41021,0.02,1050,3,GAINESVILLE,35,153100,207175
41023,0.02,1340,3,GAINESVILLE,35,153100,218237
41024,0.02,1340,3,GAINESVILLE,35,153100,193941
41025,0.02,1340,3,GAINESVILLE,35,153100,204128
41026,0.02,1340,3,GAINESVILLE,35,153100,153228
41027,0.02,1050,3,GAINESVILLE,35,153100,204328
41028,0.02,1050,3,GAINESVILLE,35,153100,191075
41032,0.02,1050,3,GAINESVILLE,35,153100,161011
41034,0.02,1050,3,GAINESVILLE,35,153100,200154
41036,0.02,1340,3,GAINESVILLE,35,153100,244650
41038,0.02,1340,3,GAINESVILLE,35,153100,191550
41040,0.02,1050,3,GAINESVILLE,35,153100,181868
41042,0.02,1050,3,GAINESVILLE,35,153100,198187
41043,0.02,1050,3,GAINESVILLE,35,153100,199710
41053,0.02,1340,3,GAINESVILLE,35,153100,205700
41059,0.02,1050,3,GAINESVILLE,35,153100,209375
41061,0.02,1050,3,GAINESVILLE,35,153100,195017
41066,0.01,1050,3,GAINESVILLE,35,153100,241645
41067,0.02,1050,3,GAINESVILLE,35,153100,189470
41069,0.02,1588,3,GAINESVILLE,35,153100,248000
41079,0.02,1340,3,GAINESVILLE,35,153100,199151
41083,0.02,1050,3,GAINESVILLE,35,153100,193590
41085,0.02,1050,3,GAINESVILLE,35,153100,241500
41095,0.02,1588,3,GAINESVILLE,35,153100,247426
41098,0.02,1588,3,GAINESVILLE,35,153100,261430
41100,0.02,1588,3,GAINESVILLE,35,153100,224840
41102,0.02,1050,3,GAINESVILLE,35,153100,196996
41104,0.05,1492,3,GAINESVILLE,37,0,230600
41105,0.04,1045,3,GAINESVILLE,37,0,217800
41113,0.04,1232,3,GAINESVILLE,37,0,243000
41115,0.04,1045,3,GAINESVILLE,37,0,205000
41120,0.04,1232,3,GAINESVILLE,37,0,188800
41137,0.04,1232,3,GAINESVILLE,37,0,225300
41148,0.04,1045,3,GAINESVILLE,37,0,210900
41150,0.04,1232,3,GAINESVILLE,37,0,245800
41151,0.04,1045,3,GAINESVILLE,37,0,205800
41153,0.04,1232,3,GAINESVILLE,37,0,213600
41156,0.04,1232,3,GAINESVILLE,37,0,231900
41200,0.03,1185,3,GAINESVILLE,36,253900,335812
41202,0.03,1185,3,GAINESVILLE,36,253900,303112
41215,0.05,1684,3,GAINESVILLE,36,253901,371700
41218,0.05,1326,3,GAINESVILLE,36,253902,391600
41222,0.05,1326,3,GAINESVILLE,36,253902,372697
41228,0.05,1771,3,GAINESVILLE,36,253903,435994
41229,0.05,1198,3,GAINESVILLE,36,253903,284331
41230,0.05,1326,3,GAINESVILLE,36,253903,378992
41231,0.05,1198,3,GAINESVILLE,36,253903,313497
41233,0.05,1326,3,GAINESVILLE,36,253903,369897
41234,0.05,1198,3,GAINESVILLE,36,253903,325727
41255,0.37,1991,3,GAINESVILLE,57,0,325438
41262,0.37,1913,3,GAINESVILLE,55,0,319708
41269,0.37,1910,3,GAINESVILLE,63,0,284440
41270,0.37,2702,3,GAINESVILLE,61,0,378075
41271,0.37,2778,3,GAINESVILLE,60,0,331107
41289,0.45,2142,3,GAINESVILLE,61,0,433454
41358,1.1,1902,3,ST. JOHN'S,65,0,292689
41363,0.22,1008,3,ST. JOHN'S,39,8700,272424
41365,0.24,1020,3,ST. JOHN'S,40,8700,121754
41368,0.24,1050,3,ST. JOHN'S,39,8700,185427
41369,0.24,1203,3,ST. JOHN'S,39,8700,313247
41375,0.19,1162,3,ST. JOHN'S,38,8700,253289
41377,0.21,1286,3,ST. JOHN'S,39,8700,229253
41388,0.21,1136,3,ST. JOHN'S,39,8700,236600
41392,0.21,1320,3,ST. JOHN'S,39,8700,282705
41393,0.21,1610,3,ST. JOHN'S,39,8700,341737
41395,0.29,1022,3,ST. JOHN'S,39,8700,279164
41397,0.2,998,3,ST. JOHN'S,39,8700,202146
41412,0.2,1102,3,ST. JOHN'S,41,196500,234360
41414,0.19,1580,3,ST. JOHN'S,39,196500,286376
41422,0.2,1182,3,ST. JOHN'S,41,196500,261453
41424,0.22,1353,3,ST. JOHN'S,40,196500,271089
41434,0.29,1387,3,ST. JOHN'S,41,196500,293452
41437,0.29,1026,3,ST. JOHN'S,41,196500,222875
41440,0.3,988,3,ST. JOHN'S,41,196500,237333
41444,0.2,1212,3,ST. JOHN'S,39,196600,250550
41450,0.2,1215,3,ST. JOHN'S,39,196600,253533
41468,0.18,1102,3,ST. JOHN'S,40,196600,190300
41485,0.3,1695,3,GAINESVILLE,51,134700,369221
41489,0.29,1723,3,GAINESVILLE,51,134700,360216
41511,0.31,1884,3,GAINESVILLE,51,134700,331716
41517,0.3,1680,3,GAINESVILLE,51,134700,379643
41536,0.88,1796,3,GAINESVILLE,49,134700,393199
41544,0.29,1781,3,GAINESVILLE,52,134700,300048
41549,0.34,1653,3,GAINESVILLE,48,134700,345849
41550,0.34,1843,3,GAINESVILLE,51,134700,312520
41556,0.3,1543,3,GAINESVILLE,52,134700,326316
41579,0.16,1453,3,ST. JOHN'S,33,173300,287387
41585,0.19,1670,3,ST. JOHN'S,36,173300,202916
41595,0.17,1177,3,ST. JOHN'S,34,173300,240305
41597,0.16,1237,3,ST. JOHN'S,33,173300,271255
41607,0.18,1329,3,ST. JOHN'S,33,173300,270857
41618,0.25,1958,4,ST. JOHN'S,35,254000,356864
41628,0.37,1814,4,ST. JOHN'S,34,254000,324865
41636,1.34,1859,3,ST. JOHN'S,62,0,344525
41641,0.78,2440,3,ST. JOHN'S,65,0,394995
41643,0.66,2499,3,ST. JOHN'S,61,0,348194
41644,0.7,2098,3,ST. JOHN'S,62,0,225477
41664,0.24,1044,3,ST. JOHN'S,41,108600,204457
41665,0.24,1091,3,ST. JOHN'S,41,108600,226786
41667,0.24,960,3,ST. JOHN'S,42,108600,135255
41670,0.24,1377,3,ST. JOHN'S,42,108600,271349
41677,0.24,1134,3,ST. JOHN'S,42,108600,230000
41686,0.24,1402,3,ST. JOHN'S,37,108600,271416
41694,0.26,1770,3,ST. JOHN'S,40,108600,195460
41706,0.31,1467,3,ST. JOHN'S,36,108700,291434
41707,0.3,1516,3,ST. JOHN'S,40,108700,287478
41709,0.27,1810,3,ST. JOHN'S,38,108700,304508
41731,0.27,1394,3,ST. JOHN'S,37,108700,288388
41743,0.02,1125,3,ST. JOHN'S,42,196800,171600
41744,0.02,1125,3,ST. JOHN'S,42,196800,145600
41747,0.02,700,3,ST. JOHN'S,41,196800,195900
41766,0.02,1344,3,ST. JOHN'S,41,196800,207877
41773,0.02,1344,3,ST. JOHN'S,41,196800,202977
41781,0.02,818,3,ST. JOHN'S,41,196800,151000
41782,0.02,818,3,ST. JOHN'S,41,196800,156097
41787,0.03,818,3,ST. JOHN'S,42,196800,149500
41788,0.03,818,3,ST. JOHN'S,42,196800,140300
41802,0.02,899,3,ST. JOHN'S,43,196800,157202
41803,0.02,899,3,ST. JOHN'S,43,196800,184002
41804,0.03,899,3,ST. JOHN'S,43,196800,190902
41806,0.02,899,3,ST. JOHN'S,43,196800,181113
41809,0.02,899,3,ST. JOHN'S,43,196800,179721
41827,0.02,899,3,ST. JOHN'S,43,196800,183482
41834,0.03,929,3,ST. JOHN'S,41,196800,164202
41842,0.03,929,3,ST. JOHN'S,41,196800,166502
41853,0.02,1193,3,ST. JOHN'S,40,196700,172660
41859,0.02,1057,3,ST. JOHN'S,40,196700,197440
41860,0.02,1057,3,ST. JOHN'S,40,196700,182993
41865,0.02,1193,3,ST. JOHN'S,40,196700,178880
41868,0.03,1057,3,ST. JOHN'S,40,196700,197020
41873,0.02,1141,3,ST. JOHN'S,39,196700,160000
41877,0.02,1057,3,ST. JOHN'S,40,196700,165662
41880,0.03,1077,3,ST. JOHN'S,40,196700,194714
41884,0.03,818,3,ST. JOHN'S,40,196700,143117
41885,0.02,818,3,ST. JOHN'S,40,196700,167013
41892,0.03,923,3,ST. JOHN'S,40,196700,180940
41900,0.03,1364,3,ST. JOHN'S,40,196700,191396
41902,0.03,927,3,ST. JOHN'S,40,196700,204451
41905,0.02,929,3,ST. JOHN'S,40,196700,186700
41906,0.02,929,3,ST. JOHN'S,40,196700,167960
41956,0.22,1345,3,ST. JOHN'S,42,89800,326676
41962,0.22,1438,3,ST. JOHN'S,43,89800,314010
41969,0.2,1346,3,ST. JOHN'S,43,89800,298268
41970,0.2,1340,3,ST. JOHN'S,42,89800,285409
41973,0.26,1337,3,ST. JOHN'S,42,89800,249460
41974,0.23,1954,3,ST. JOHN'S,39,89800,300217
42005,0.25,1560,3,ST. JOHN'S,51,13401,296804
42006,0.25,1626,3,ST. JOHN'S,51,13401,246413
42007,0.25,1282,3,ST. JOHN'S,51,13401,269604
42014,0.46,1979,3,ST. JOHN'S,49,13401,296761
42017,0.25,1496,3,ST. JOHN'S,49,13401,301908
42018,0.25,1750,3,ST. JOHN'S,49,13401,344048
42021,0.25,1624,3,ST. JOHN'S,50,13401,272093
