prop_id,legal_acreage,living_area,land_type_cd,condition_cd,sl_price,tax_area_description,actual_age
48750,0.1215,680,UN,3,208900,GAINESVILLE,65
48757,0.17,1460,UN,3,396000,GAINESVILLE,74
49049,0.33,1544,UN,3,338100,GAINESVILLE,65
49146,0.29,1678,UN,4,326300,GAINESVILLE,55
49215,0.23,1279,UN,3,245800,GAINESVILLE,67
49311,0.24,1925,UN,3,308100,GAINESVILLE,65
49355,0.24,1032,UN,3,223700,GAINESVILLE,65
49358,0.24,1453,UN,3,282500,GAINESVILLE,67
49501,0.25,1482,UN,3,319300,GAINESVILLE,63
49507,0.25,1881,UN,3,385000,GAINESVILLE,62
50021,0.4,1878,UN,3,365600,GAINESVILLE,57
50125,0.39,2358,UN,3,394900,GAINESVILLE,56
50254,0.34,1820,UN,3,260700,GAINESVILLE,60
50357,0.84,2340,UN,4,504900,GAINESVILLE,66
50625,0.73,2560,UN,3,377300,GAINESVILLE,58
50812,0.03,1000,LT,4,207900,GAINESVILLE,26
50818,0.03,1508,LT,4,231300,GAINESVILLE,24
51037,0.02,1016,UN,3,140800,ST. JOHN'S,42
52228,0.77,2119,UN,4,436700,ST. JOHN'S,44
52348,1.22,2688,UN,4,638600,ST. JOHN'S,49
52398,2.05,1962,UN,4,482600,ST. JOHN'S,12
52604,0.28,1436,UN,3,304000,ST. JOHN'S,44
52646,0.29,2222,UN,3,340900,ST. JOHN'S,42
52750,0.38,2432,UN,3,460800,ST. JOHN'S,47
53059,2.18,2800,AC,2,357200,ST. JOHN'S,48
53185,0.38,3286,LT,5,621200,ST. JOHN'S,17
53225,1.09,2048,LT,3,369000,ST. JOHN'S,43
53307,0.53,2534,LT,4,713500,ST. JOHN'S,25
53709,0.24,1475,UN,3,285400,ST. JOHN'S,41
53892,0.26,1526,UN,3,321900,ST. JOHN'S,37
53951,0.41,2093,UN,4,315200,ST. JOHN'S,32
53974,0.32,2276,UN,4,435000,ST. JOHN'S,32
54064,0.16,1944,LT,4,389200,ST. JOHN'S,18
54144,0.38,3124,LT,5,618800,ST. JOHN'S,19
54492,0.2,1361,UN,3,273200,ST. JOHN'S,41
54871,0.07,814,UN,3,65500,ST. JOHN'S,40
54953,0.1,958,UN,3,108800,ST. JOHN'S,38
55039,0.07,890,UN,3,92200,ST. JOHN'S,41
55266,0.02,1370,UN,3,208500,GAINESVILLE,37
55375,0.03,1370,UN,3,148800,GAINESVILLE,36
55388,0.03,1370,UN,3,183800,GAINESVILLE,35
55438,0.02,1370,UN,3,209000,GAINESVILLE,36
55454,0.13,1683,LT,3,279000,GAINESVILLE,39
55477,0.07,1500,LT,3,161000,GAINESVILLE,38
55478,0.09,1683,LT,3,262300,GAINESVILLE,38
55617,0.36,2838,UN,3,368900,ST. JOHN'S,47
55618,0.35,2330,UN,3,350500,ST. JOHN'S,45
55637,0.35,1920,UN,4,349200,ST. JOHN'S,43
55660,0.39,1746,UN,3,365700,ST. JOHN'S,49
55667,0.35,2020,UN,3,353900,ST. JOHN'S,42
55873,0.03,880,LT,3,120000,GAINESVILLE,37
56666,0.02,1200,LT,3,147000,GAINESVILLE,17
57997,0.27,3065,LT,4,628700,ST. JOHN'S,17
58137,2.02,4327,UN,4,703700,ST. JOHN'S,55
58176,2.37,3891,LT,3,572500,ST. JOHN'S,46
58386,0.06,1455,LT,4,323300,ST. JOHN'S,10
58452,0.53,2526,LT,5,685700,ST. JOHN'S,19
58514,0.58,3196,LT,4,891200,ST. JOHN'S,14
58743,2.12,2991,LT,3,749100,ST. JOHN'S,16
58946,0.31,1392,UN,3,292900,ST. JOHN'S,45
59059,0.27,1457,UN,3,331900,ST. JOHN'S,39
59112,0.29,1381,UN,3,292400,ST. JOHN'S,34
59384,0.36,1592,UN,4,365000,ST. JOHN'S,41
59493,0.1,1115,UN,3,234400,ST. JOHN'S,40
59530,0.11,1149,UN,4,240000,ST. JOHN'S,39
59534,0.11,1088,UN,4,160000,ST. JOHN'S,39
59551,0.1,1058,UN,4,234500,ST. JOHN'S,40
59577,0.11,1203,UN,3,235200,ST. JOHN'S,40
59703,0.1,1420,UN,3,294500,ST. JOHN'S,31
59723,0.1,1135,UN,3,269500,ST. JOHN'S,34
59908,0.43,2519,UN,5,600600,ST. JOHN'S,31
59945,0.2,1430,UN,3,278200,ST. JOHN'S,38
60181,0.11,1875,LT,4,409600,ST. JOHN'S,30
60198,0.11,1690,LT,4,382600,ST. JOHN'S,30
60240,0.04,1088,UN,3,214400,ST. JOHN'S,27
60722,0.41,2971,LT,5,757800,ST. JOHN'S,29
60765,0.31,2000,LT,4,532400,ST. JOHN'S,29
60822,0.17,2016,LT,3,429400,ST. JOHN'S,30
60950,1.1,5170,LT,5,1044500,ST. JOHN'S,30
60970,0.16,2926,LT,4,529900,ST. JOHN'S,28
61034,0.06,2926,LT,4,592000,ST. JOHN'S,17
61074,0.03,1422,LT,4,352300,ST. JOHN'S,18
61219,0.23,2160,LT,4,463100,ST. JOHN'S,25
61303,0.11,1856,LT,3,343100,ST. JOHN'S,24
61319,0.14,1489,LT,4,371300,ST. JOHN'S,25
61325,0.1,1818,LT,4,421400,ST. JOHN'S,24
61406,0.89,4550,LT,5,950400,ST. JOHN'S,25
61449,0.46,2804,LT,5,856800,ST. JOHN'S,23
61489,0.71,4000,LT,5,981000,ST. JOHN'S,20
61509,0.63,3608,LT,5,1006100,ST. JOHN'S,19
61555,0.61,4324,LT,5,1152000,ST. JOHN'S,19
61594,0.35,2738,LT,4,603100,ST. JOHN'S,20
61598,0.32,3129,LT,5,743000,ST. JOHN'S,21
61651,0.11,2218,LT,4,437000,ST. JOHN'S,19
61720,0.17,2433,LT,4,484000,ST. JOHN'S,20
61824,0.39,2760,LT,4,615800,ST. JOHN'S,20
61947,0.16,1926,LT,4,380000,ST. JOHN'S,18
62341,0.06,1346,UN,3,174800,ST. JOHN'S,39
62445,0.12,1122,UN,3,165000,ST. JOHN'S,40
62468,0.04,788,UN,3,82000,ST. JOHN'S,40
62507,0.13,814,UN,3,94400,ST. JOHN'S,40
63304,0.28,962,LT,3,220200,ST. JOHN'S,64
63596,0.12,3377,LT,4,594700,ST. JOHN'S,7
63782,0.21,2963,LT,4,555600,ST. JOHN'S,16
63799,0.22,2461,LT,4,468700,ST. JOHN'S,17
63928,0.29,1464,LT,3,232300,ST. JOHN'S,25
64091,0.18,1570,LT,4,326600,ST. JOHN'S,25
64234,0.26,2342,LT,4,431600,ST. JOHN'S,24
64236,0.22,1797,LT,4,413200,ST. JOHN'S,24
64260,0.25,2201,LT,4,435600,ST. JOHN'S,24
64276,0.29,2211,LT,4,433100,ST. JOHN'S,21
64296,0.22,2144,LT,4,415800,ST. JOHN'S,21
64359,0.36,2527,LT,4,525400,ST. JOHN'S,20
64403,0.19,2161,LT,4,468700,ST. JOHN'S,21
64525,10.11,4212,AC,5,1140500,ST. JOHN'S,24
64798,0.15,1844,LT,4,394900,ST. JOHN'S,9
65046,0.2,1689,LT,4,389400,ST. JOHN'S,18
65110,0.17,1926,LT,4,391600,ST. JOHN'S,17
65112,0.16,2274,LT,4,390300,ST. JOHN'S,17
65153,0.22,2112,LT,4,428600,ST. JOHN'S,15
65170,0.2,1813,LT,4,368700,ST. JOHN'S,13
65195,0.2,2664,LT,4,448500,ST. JOHN'S,16
65255,0.17,2168,LT,3,463000,ST. JOHN'S,16
65358,0.2,2897,LT,4,512500,ST. JOHN'S,12
65737,0.64,5406,UN,4,857500,ST. JOHN'S,39
65773,1.03,2464,UN,4,349500,ST. JOHN'S,52
66026,0.23,1402,LT,3,298000,ST. JOHN'S,24
66295,1.01,1847,UN,3,342200,ST. JOHN'S,37
67774,0.12,1323,UN,3,268300,GAINESVILLE,29
67897,0.12,1250,UN,3,208700,GAINESVILLE,37
67917,0.1,907,UN,3,177300,GAINESVILLE,33
67960,0.09,908,UN,3,140700,GAINESVILLE,36
68962,1.77,4142,AC,3,445500,ST. JOHN'S,61
69398,1.13,1443,LT,3,310900,ST. JOHN'S,29
69563,2.02,1664,LT,3,391500,ST. JOHN'S,38
69670,1.22,2197,LT,4,543900,ST. JOHN'S,18
69922,1,1662,LT,3,376200,ST. JOHN'S,18
71063,9.09,1014,AC,3,213400,SUWANNEE,10
72186,0.13,1185,LT,3,247200,GAINESVILLE,8
73098,0.23,2780,LT,3,456200,GAINESVILLE,18
73125,0.11,1347,LT,3,265300,GAINESVILLE,19
73288,0.05,1057,LT,3,232800,GAINESVILLE,8
73620,0.23,1561,LT,3,295200,GAINESVILLE,122
74539,0.26,1244,UN,3,256900,GAINESVILLE,66
74621,0.23,800,UN,3,71600,GAINESVILLE,73
74804,0.16,1147,LT,3,257000,GAINESVILLE,22
74914,0.17,1241,LT,3,236200,GAINESVILLE,18
75598,0.21,1458,UN,3,194500,GAINESVILLE,61
76723,0.19,1199,UN,3,168700,GAINESVILLE,72
76765,0.2,1112,UN,3,231100,GAINESVILLE,74
76808,0.15,648,UN,3,198700,GAINESVILLE,75
76974,0.18,1035,UN,3,219400,GAINESVILLE,43
77031,0.15,999,UN,3,220000,GAINESVILLE,69
77032,0.21,1687,UN,3,269300,GAINESVILLE,67
77181,0.12,1083,UN,3,291100,GAINESVILLE,19
77410,0.16,1426,UN,3,246800,GAINESVILLE,47
77573,0.3,1790,LT,3,398600,GAINESVILLE,11
77595,0.24,1339,UN,3,183600,GAINESVILLE,59
77827,0.18,1384,UN,3,246000,GAINESVILLE,39
78452,0.23,1496,UN,3,276900,GAINESVILLE,54
78491,3.09,3515,AC,4,976000,GAINESVILLE,38
78660,0.36,1879,UN,3,308000,GAINESVILLE,66
78807,0.4,2552,UN,3,385400,GAINESVILLE,53
79055,0.2,1914,UN,4,376200,GAINESVILLE,29
79069,0.31,1836,UN,4,379800,GAINESVILLE,29
79159,0.45,1793,UN,3,328000,GAINESVILLE,49
79265,1.12,2007,LT,3,421400,GAINESVILLE,68
79404,0.35,1607,LT,3,361200,GAINESVILLE,70
79640,0.66,3800,LT,4,720000,GAINESVILLE,54
79676,0.32,1992,LT,3,363700,GAINESVILLE,63
79926,0.19,1028,UN,3,202700,GAINESVILLE,84
80970,0.26,1175,UN,3,192200,GAINESVILLE,66
80988,0.27,1165,UN,3,219600,GAINESVILLE,67
81240,0.14,1437,UN,3,439000,GAINESVILLE,98
81343,0.23,1867,UN,3,428000,GAINESVILLE,68
81402,0.17,900,UN,3,178100,GAINESVILLE,96
81488,0.4,1470,UN,3,143400,GAINESVILLE,73
81492,0.21,981,UN,3,165800,GAINESVILLE,73
81509,0.26,1120,UN,3,225300,GAINESVILLE,74
81548,0.28,2022,UN,3,377900,GAINESVILLE,74
81695,0.26,1426,UN,3,239500,GAINESVILLE,65
81781,0.25,1588,UN,3,398100,GAINESVILLE,73
81801,0.25,750,UN,3,201500,GAINESVILLE,73
81837,0.2,1224,UN,3,277300,GAINESVILLE,68
82052,0.24,1135,UN,3,212600,GAINESVILLE,65
82779,0.15,1128,UN,3,170200,GAINESVILLE,53
83231,0.34,1504,UN,3,194000,ST. JOHN'S,51
83278,0.24,1092,UN,3,211400,ST. JOHN'S,64
83509,0.24,1330,LT,3,206700,ST. JOHN'S,17
83779,0.11,1000,UN,3,151200,GAINESVILLE,46
83878,0.1,747,UN,3,97900,GAINESVILLE,76
84296,0.9,883,UN,2,14600,GAINESVILLE,74
84356,0.22,1557,UN,3,284400,GAINESVILLE,1
84402,0.21,1056,UN,3,118100,GAINESVILLE,12
85043,0.27,1356,UN,3,102000,GAINESVILLE,72
85272,0.24,1440,SF,3,386800,GAINESVILLE,81
85342,0.22,1241,SF,3,266500,GAINESVILLE,115
85713,0.17,1975,UN,3,486400,GAINESVILLE,84
85837,0.15,1367,LT,3,311900,GAINESVILLE,73
85979,0.35,1011,UN,3,184300,GAINESVILLE,68
86085,0.23,1892,SF,3,291500,GAINESVILLE,55
87147,0.18,1006,UN,3,215400,GAINESVILLE,87
88103,0.1,858,SF,3,180600,GAINESVILLE,76
88976,0.13,1906,SF,3,428000,GAINESVILLE,93
89082,0.41,1863,UN,3,410900,GAINESVILLE,64
89583,0.12,1575,SF,3,393200,GAINESVILLE,90
91143,0.75,1821,UN,3,348800,GAINESVILLE,40
92620,0.19,1127,UN,3,102900,GAINESVILLE,52
92909,0.24,1338,UN,3,205800,ST. JOHN'S,58
93075,0.13,1131,UN,3,119600,ST. JOHN'S,44
94993,0.38,1088,LT,3,150000,MICANOPY,64
95345,0.36,1048,UN,3,198000,MICANOPY,64
97240,3.68,1986,AC,3,357700,ST. JOHN'S,44
98030,8.26,1759,AC,3,402800,ST. JOHN'S,13
100154,1.08,2558,UN,4,527400,SUWANNEE,17
102919,0.33,840,SF,3,98200,HAWTHORNE,71
103735,0.13,1212,LT,3,202200,HAWTHORNE,14
103841,0.99,1612,UN,3,153000,ST. JOHN'S,31
103878,1.63,2071,UN,3,265200,ST. JOHN'S,46
105484,0.23,2001,LT,3,370900,NEWBERRY,5
105561,0.08,1296,LT,3,259700,NEWBERRY,7
105647,0.47,2710,LT,4,693200,SUWANNEE,7
106483,0.25,2921,LT,4,578400,SUWANNEE,5
106895,0.6,3201,UN,5,989400,ST. JOHN'S,8
107731,0.2235,2265,LT,4,639200,SUWANNEE,5
108186,0.1724,2002,LT,4,570000,SUWANNEE,3
502134,0.05,1729,LT,3,328900,SUWANNEE,2
504275,0.15,1984,LT,3,388900,NEWBERRY,1
1523,2.25,2596,FF,3,674100,SUWANNEE,16
1789,0.17,1209,LT,3,255000,HIGH SPRINGS,1
1875,9.21,2739,AC,3,456000,HIGH SPRINGS,63
1918,0.39,1736,LT,3,265400,HIGH SPRINGS,19
2416,4.24,2608,AC,3,220500,SUWANNEE,55
2619,0.17,1154,UN,3,211700,HIGH SPRINGS,37
3100,0.23,1156,LT,3,224500,HIGH SPRINGS,123
3558,0.34,1432,UN,3,171100,HIGH SPRINGS,113
3850,0.23,1232,LT,3,222900,HIGH SPRINGS,46
4351,0.28,1180,LT,3,243100,HIGH SPRINGS,20
5098,0.34,1574,LT,3,270200,HIGH SPRINGS,50
5227,0.64,1296,LT,3,168600,HIGH SPRINGS,15
5330,1.1,2205,LT,3,508200,HIGH SPRINGS,18
5410,0.37,1932,LT,3,385500,HIGH SPRINGS,7
5805,0.63,1758,UN,3,349200,SUWANNEE,1
5928,2.5,1562,AC,3,145600,SUWANNEE,78
7425,1,1804,LT,3,381600,NEWBERRY,27
7943,0.23,1866,LT,3,340000,NEWBERRY,20
8066,0.27,2766,LT,3,298700,NEWBERRY,17
8335,0.18,3004,LT,2,389900,NEWBERRY,11
8367,0.18,1874,LT,2,274100,NEWBERRY,14
8407,0.18,3002,LT,2,355300,NEWBERRY,10
9134,0.24,816,LT,3,117600,NEWBERRY,66
9257,0.23,1330,UN,3,230700,NEWBERRY,19
9429,0.47,1162,UN,3,199300,NEWBERRY,45
9469,0.16,1146,UN,3,203800,NEWBERRY,18
9755,0.27,1524,LT,3,326800,NEWBERRY,9
9798,0.28,1491,UN,3,303400,NEWBERRY,32
9815,0.33,2214,LT,3,364700,NEWBERRY,29
9967,0.32,1630,LT,3,282600,NEWBERRY,18
10193,2.43,1176,AC,3,268700,SUWANNEE,56
11072,5.67,1496,AC,4,407600,SUWANNEE,35
11573,5.01,2119,AC,4,566100,SUWANNEE,26
11587,3.03,1508,AC,3,244700,SUWANNEE,42
11802,1.27,1954,AC,3,411400,SUWANNEE,16
12377,0.22,1504,LT,3,340200,HIGH SPRINGS,6
12506,0.23,1432,LT,3,210000,SUWANNEE,56
12855,0.18,2804,LT,2,426400,ALACHUA,11
13350,0.29,1188,UN,3,171800,ALACHUA,46
13728,0.17,1188,LT,3,225400,ALACHUA,9
13771,0.17,1080,UN,3,175800,ALACHUA,38
13780,0.17,1107,UN,3,208300,ALACHUA,39
14965,0.43,2161,LT,3,484000,ALACHUA,9
15597,0.26,1492,LT,3,263200,ALACHUA,25
15763,5.25,3006,AC,4,1161500,ALACHUA,28
15786,4.62,3183,AC,3,552000,ALACHUA,27
16104,0.22,1397,LT,3,284100,ALACHUA,7
16376,8,2438,AC,4,352800,SUWANNEE,38
16499,6.71,3598,AC,4,870100,ALACHUA,13
17249,5,1928,AC,3,430000,SUWANNEE,48
17355,5,1353,AC,3,346500,SUWANNEE,41
17859,6,1064,AC,3,232800,SUWANNEE,124
18045,5,1894,AC,3,391400,SUWANNEE,58
18749,0.26,2009,LT,3,421700,SUWANNEE,12
18812,0.18,1444,LT,3,349000,SUWANNEE,18
18832,0.18,1556,LT,3,394400,SUWANNEE,16
19427,5.2,4792,AC,4,1154700,SUWANNEE,16
19748,0.04,1080,LT,3,191100,SUWANNEE,33
19917,0.16,1718,LT,3,303800,SUWANNEE,32
20114,3.57,3751,LT,4,774200,SUWANNEE,26
20252,0.37,2130,LT,4,520200,SUWANNEE,13
20343,0.31,1817,LT,4,378600,SUWANNEE,27
20515,0.19,1976,LT,4,419300,SUWANNEE,6
20581,0.24,1757,LT,4,379200,SUWANNEE,26
20936,1,4419,LT,5,1293300,SUWANNEE,24
21076,0.28,3356,LT,3,778200,SUWANNEE,25
21096,0.35,4751,LT,4,844500,SUWANNEE,19
21199,0.17,2692,LT,4,767200,SUWANNEE,19
21823,0.21,2233,LT,4,520000,SUWANNEE,17
22038,3.09,2500,AC,3,478800,SUWANNEE,47
22350,5.6,3408,AC,3,721600,SUWANNEE,15
22510,1.11,2285,LT,3,626600,SUWANNEE,21
23787,20,2932,AC,3,557200,SUWANNEE,24
25161,1.64,1664,AC,3,261400,ARCHER,50
28098,1,1196,AC,3,207800,SUWANNEE,54
28450,0.16,1460,LT,3,272400,ALACHUA,41
28510,0.37,2816,LT,4,435100,ALACHUA,18
28513,0.18,1610,LT,4,332300,ALACHUA,19
28556,0.09,1420,LT,3,295000,ALACHUA,17
28742,0.1,1940,LT,3,295500,ALACHUA,21
29237,0.03,852,LT,3,195500,ALACHUA,13
29383,0.09,1293,LT,3,263300,ALACHUA,20
29675,0.36,2396,UN,4,319300,ALACHUA,40
29821,0.25,1837,LT,4,283200,ALACHUA,25
29841,0.32,1851,LT,3,337600,ALACHUA,21
30425,0.1,1200,LT,3,195000,GAINESVILLE,38
30445,0.1,1392,LT,3,213600,GAINESVILLE,36
30505,0.12,1072,LT,3,200200,GAINESVILLE,38
30531,0.11,1152,LT,3,171500,GAINESVILLE,38
30717,0.54,2548,UN,4,511900,SUWANNEE,30
30817,0.48,2678,LT,4,555800,GAINESVILLE,26
30883,0.06,1327,LT,3,173300,GAINESVILLE,23
31052,0.06,1380,LT,3,282300,GAINESVILLE,20
31338,0.13,1882,LT,3,349500,GAINESVILLE,13
31948,0.37,1668,UN,3,303400,GAINESVILLE,48
32191,0.36,1106,UN,3,219100,GAINESVILLE,42
32549,0.25,1558,UN,3,259300,GAINESVILLE,48
32712,0.26,1052,UN,3,213700,GAINESVILLE,39
33233,0.13,1541,LT,4,306100,GAINESVILLE,28
33631,0.18,1405,UN,3,324200,GAINESVILLE,32
34358,0.36,2101,UN,4,456500,GAINESVILLE,32
34796,1.01,3016,LT,4,633100,SUWANNEE,17
34985,1.33,3783,UN,4,679900,SUWANNEE,43
35666,2.09,4305,LT,5,916500,ST. JOHN'S,26
35792,0.69,3140,LT,5,623800,GAINESVILLE,29
35878,0.49,3020,LT,5,698800,ST. JOHN'S,21
36874,0.61,1620,LT,3,293900,GAINESVILLE,50
36920,0.33,1456,LT,3,325300,GAINESVILLE,54
37979,0.14,1448,UN,3,236300,GAINESVILLE,48
38022,0.25,1464,UN,4,210000,GAINESVILLE,43
38062,0.26,1250,UN,3,279100,GAINESVILLE,43
38188,0.19,1240,UN,3,241700,GAINESVILLE,42
38231,0.2,1320,UN,3,282200,GAINESVILLE,43
38792,0.19,960,UN,3,219500,GAINESVILLE,44
39018,0.23,1340,UN,3,246000,GAINESVILLE,57
39107,0.24,1290,UN,3,272600,GAINESVILLE,51
39230,0.25,984,UN,3,222000,GAINESVILLE,53
39516,0.63,3955,LT,4,784600,GAINESVILLE,37
39539,0.11,1144,LT,3,273000,GAINESVILLE,25
39579,0.12,1148,LT,3,227200,GAINESVILLE,24
39622,0.1,1318,LT,3,279600,GAINESVILLE,21
39668,0.09,1409,LT,3,280200,GAINESVILLE,19
39771,0.25,1652,UN,3,357900,GAINESVILLE,46
39788,0.24,2132,UN,3,216500,GAINESVILLE,46
39914,0.27,1830,UN,3,349200,GAINESVILLE,60
40057,0.33,2068,UN,3,423900,GAINESVILLE,45
40578,0.96,1560,LT,3,345600,GAINESVILLE,38
40747,0.72,1922,UN,3,320000,GAINESVILLE,44
41228,0.05,1771,UN,3,436800,GAINESVILLE,36
41414,0.19,1580,UN,3,289000,ST. JOHN'S,37
41437,0.29,1026,UN,3,223500,ST. JOHN'S,41
41597,0.16,1237,UN,3,272700,ST. JOHN'S,32
41806,0.02,899,UN,3,181300,ST. JOHN'S,43
42559,0.24,1260,UN,3,279300,ST. JOHN'S,46
42785,0.33,1876,UN,3,406100,ST. JOHN'S,47
42851,0.42,1878,UN,4,350600,ST. JOHN'S,29
42894,0.3,1581,UN,3,187800,ST. JOHN'S,50
42908,0.31,1738,UN,3,318900,ST. JOHN'S,49
43432,0.13,1487,LT,4,353300,ST. JOHN'S,26
44514,0.34,2085,LT,4,407000,ST. JOHN'S,25
44760,0.27,2822,LT,4,539000,ST. JOHN'S,17
45470,1,3021,LT,4,477300,ST. JOHN'S,53
45745,0.27,1108,UN,3,211500,ST. JOHN'S,57
45891,1.01,2907,LT,4,433100,ST. JOHN'S,33
46140,0.32,2500,UN,3,464500,GAINESVILLE,53
46346,0.34,2357,UN,3,297000,GAINESVILLE,59
46721,0.14,1628,UN,4,369600,GAINESVILLE,26
46801,0.55,1537,UN,3,325000,GAINESVILLE,46
46993,0.35,1454,UN,3,278400,GAINESVILLE,49
47076,0.35,2529,UN,3,392100,GAINESVILLE,64
47757,0.43,2321,UN,4,583200,GAINESVILLE,33
47760,0.43,2774,UN,4,407600,GAINESVILLE,35
48201,0.97,2627,UN,4,611900,GAINESVILLE,62
48676,0.28,2633,UN,3,486600,GAINESVILLE,90
48756,0.24,1645,UN,3,350400,GAINESVILLE,36
48822,0.23,1817,UN,4,634900,GAINESVILLE,77
49446,0.24,1698,UN,3,288800,GAINESVILLE,66
49509,0.26,2092,UN,3,315300,GAINESVILLE,62
49652,0.69,2093,UN,4,564400,GAINESVILLE,60
50070,0.31,2433,UN,3,556200,GAINESVILLE,92
50150,0.34,1896,UN,3,388700,GAINESVILLE,59
52340,0.76,2305,UN,4,384900,ST. JOHN'S,42
52738,0.41,1584,UN,3,212600,ST. JOHN'S,46
52795,0.35,1972,UN,3,358200,ST. JOHN'S,50
52881,0.23,1712,LT,3,349500,ST. JOHN'S,25
52921,0.25,1628,LT,3,349300,ST. JOHN'S,20
53734,0.45,2318,LT,4,483400,ST. JOHN'S,27
53940,0.21,2198,UN,4,421800,ST. JOHN'S,28
53943,0.22,2024,UN,4,399700,ST. JOHN'S,30
54229,0.36,2507,LT,4,499800,ST. JOHN'S,19
54524,0.03,1160,UN,3,163800,ST. JOHN'S,39
54607,0.18,1767,LT,4,357000,GAINESVILLE,17
54839,0.09,742,UN,3,168300,ST. JOHN'S,41
55294,0.03,1106,UN,3,175100,GAINESVILLE,36
55672,0.46,1773,UN,3,416200,ST. JOHN'S,45
55878,0.03,880,LT,3,157500,GAINESVILLE,39
56479,0.02,1046,UN,3,137400,GAINESVILLE,38
56665,0.02,1200,LT,3,149500,GAINESVILLE,18
58354,0.15,1753,LT,4,434600,ST. JOHN'S,16
58394,0.08,1455,LT,4,318500,ST. JOHN'S,11
58497,0.46,3278,LT,3,799800,ST. JOHN'S,16
58523,0.57,4038,LT,5,1082800,ST. JOHN'S,15
58912,0.26,1720,UN,3,334600,ST. JOHN'S,45
59061,0.34,1805,UN,3,315700,ST. JOHN'S,39
59831,0.58,2906,UN,5,655200,ST. JOHN'S,35
59834,0.78,2619,UN,5,517100,ST. JOHN'S,34
60286,0.03,1400,UN,3,191300,ST. JOHN'S,28
60578,0.36,2954,LT,5,744800,ST. JOHN'S,26
60621,0.22,2716,LT,4,545700,ST. JOHN'S,25
61076,0.03,1401,LT,4,361400,ST. JOHN'S,17
61102,0.13,1706,LT,3,396000,ST. JOHN'S,28
61242,0.63,3528,LT,5,860900,ST. JOHN'S,26
61288,0.26,2556,LT,4,684800,ST. JOHN'S,25
61514,0.63,4043,LT,5,964400,ST. JOHN'S,19
61534,0.12,2576,LT,4,474600,ST. JOHN'S,19
61643,0.14,2087,LT,4,445800,ST. JOHN'S,21
61700,0.2,2590,LT,4,559400,ST. JOHN'S,22
62410,0.06,1048,UN,3,126400,ST. JOHN'S,39
62450,0.06,788,UN,3,107600,ST. JOHN'S,40
62476,0.06,788,UN,3,128800,ST. JOHN'S,41
62513,0.08,814,UN,3,132700,ST. JOHN'S,40
62616,0.13,1136,UN,3,177900,ST. JOHN'S,22
63014,0.13,768,LT,3,194600,ST. JOHN'S,39
63890,0.25,2027,LT,3,382700,ST. JOHN'S,25
64142,0.29,2431,LT,4,485500,ST. JOHN'S,26
64265,0.22,1960,LT,4,388700,ST. JOHN'S,21
64760,0.15,1660,LT,4,372400,ST. JOHN'S,10
64932,0.17,1769,LT,4,403500,ST. JOHN'S,11
65158,0.22,1611,LT,4,361200,ST. JOHN'S,16
65327,0.19,1594,LT,4,385400,ST. JOHN'S,10
65908,1,912,AC,3,201400,ST. JOHN'S,60
65911,1.06,2112,AC,3,415700,ST. JOHN'S,30
66077,0.71,1736,UN,3,383300,ST. JOHN'S,50
66967,0.28,1618,UN,3,292900,ST. JOHN'S,65
67136,0.46,1898,UN,3,368500,ST. JOHN'S,36
67783,0.12,1312,UN,3,253200,GAINESVILLE,29
67909,0.05,887,UN,3,168100,GAINESVILLE,33
69237,4.34,3771,AC,4,467200,ST. JOHN'S,35
69300,9.76,3114,AC,4,652000,ST. JOHN'S,39
69506,1,1724,LT,4,401800,ST. JOHN'S,20
72194,0.13,1185,LT,3,250300,GAINESVILLE,7
72463,0.87,1166,UN,3,203800,ST. JOHN'S,64
73230,0.07,1226,LT,3,262100,GAINESVILLE,15
73296,0.05,1166,LT,3,269900,GAINESVILLE,9
73402,0.24,1867,UN,3,286300,GAINESVILLE,32
73479,0.18,1114,UN,3,257600,GAINESVILLE,47
73817,0.23,1286,UN,3,130000,GAINESVILLE,52
75231,0.27,1233,UN,3,230600,GAINESVILLE,55
76024,0.24,1183,UN,3,174800,GAINESVILLE,52
77183,0.14,1358,UN,3,201400,GAINESVILLE,47
77335,0.16,874,UN,3,112600,GAINESVILLE,82
77584,0.17,1323,LT,3,286000,GAINESVILLE,8
77644,0.29,1145,UN,3,197600,GAINESVILLE,57
78729,0.32,1812,UN,3,361200,GAINESVILLE,52
79058,2,1999,UN,3,379900,GAINESVILLE,34
79393,0.36,2116,LT,3,217800,GAINESVILLE,71
79725,0.15,825,UN,3,158200,GAINESVILLE,63
79997,0.17,956,UN,3,216800,GAINESVILLE,75
80203,0.17,946,UN,3,171700,GAINESVILLE,68
80223,1.8,1421,UN,3,263100,GAINESVILLE,72
80581,0.2,1424,LT,4,383100,GAINESVILLE,20
81414,0.31,1769,UN,3,546200,GAINESVILLE,69
81560,0.45,1326,UN,3,395300,GAINESVILLE,74
83240,0.32,1144,UN,3,158900,ST. JOHN'S,48
83366,0.57,1472,UN,3,194800,ST. JOHN'S,56
83655,0.12,1104,LT,3,199600,ST. JOHN'S,19
83887,0.17,1390,LT,3,112500,GAINESVILLE,73
83927,0.1,1231,UN,4,192800,GAINESVILLE,1
84654,0.22,528,UN,2,57800,GAINESVILLE,72
84740,0.17,628,UN,3,132100,GAINESVILLE,65
84826,0.16,1264,UN,3,197900,GAINESVILLE,40
